AvgPts,Ceiling,CeilingPct,Consistency,Floor,FloorPct,ImpPts,OppPlusMinusPct,Plus_Minus,ProjPlusMinusPct,Score,Season_PPG,Season_Plus_Minus,Upside,Vegas,AdjYPA,PassINTPct,PassSackPct,PassTDPct,PassingSuccessfulPct,YardsPerPassingAttempt,ActualPoints
20.8,27.5,44,62,10.7,89,16.94,78,66,74,66.0,20.4,2.4,99,86,7.73,0.9,6.2,5.3,43.17,6.27,17.0
22.2,29.5,63,71,10.7,89,18.58,57,68,72,68.0,19.8,2.6,99,66,7.23,1.1,6.7,5.4,53.85,7.71,26.8
21.6,29.3,61,62,10.5,86,19.28,20,49,53,49.0,20.2,0.9,99,70,6.49,2.2,8.6,5.1,50.43,7.82,29.7
14.5,26.6,36,20,8.8,69,13.91,27,7,32,7.0,2.2,-11.8,54,46,5.34,1.7,10.8,3.4,41.77,5.83,5.3
19.9,30.3,69,74,11.0,92,17.41,79,54,55,54.0,18.3,1.3,99,86,6.27,3.0,6.3,4.9,46.6,7.02,16.8
17.2,25.7,25,21,9.8,80,13.91,91,11,67,11.0,6.4,-8.8,85,55,3.86,5.9,1.4,4.4,53.93,7.53,8.0
16.9,24.6,16,77,9.7,79,14.14,79,40,60,40.0,15.1,0.3,98,68,5.29,2.4,5.6,2.7,44.72,7.15,18.1
20.0,29.3,61,74,10.8,90,17.18,80,69,62,69.0,22.2,2.6,99,57,6.18,1.5,6.3,5.4,45.53,7.27,21.2
16.0,24.5,15,74,8.8,69,14.61,61,34,42,34.0,14.7,-0.1,98,39,5.01,2.8,5.5,3.3,44.96,6.42,4.7
19.0,28.3,53,59,10.0,81,15.54,73,31,69,31.0,16.4,-0.7,98,63,6.18,2.4,6.6,4.2,44.27,6.49,13.3
19.8,26.3,32,79,11.4,94,16.48,76,57,68,57.0,17.7,1.5,99,63,6.84,1.5,6.8,3.2,47.42,7.21,16.9
19.8,28.8,57,84,10.4,86,17.18,91,68,57,68.0,19.6,2.6,99,46,6.73,1.6,4.6,5.1,47.24,7.26,5.0
16.4,24.1,13,100,9.0,71,13.91,61,17,55,17.0,10.3,-5.0,54,24,4.24,3.8,10.3,0.0,51.66,8.25,12.3
21.6,27.8,48,62,12.5,97,19.05,59,55,56,55.0,21.2,1.4,99,77,6.71,1.6,7.2,5.0,51.44,7.82,12.5
21.2,30.2,69,84,11.3,94,17.88,57,81,68,81.0,19.7,3.8,100,90,6.44,2.7,4.6,4.9,52.07,8.29,9.0
20.0,30.1,68,84,10.6,88,17.41,65,78,56,78.0,21.4,3.6,99,74,8.35,1.8,6.3,5.6,54.33,7.33,21.5
15.3,27.1,40,84,9.3,75,14.14,27,42,39,42.0,15.9,0.4,99,39,6.34,1.4,6.3,3.5,45.19,6.44,17.4
17.8,27.3,42,84,12.3,97,14.84,18,73,63,73.0,18.3,3.0,100,57,6.01,1.4,9.1,3.2,47.1,7.64,16.3
19.3,28.5,55,62,10.4,86,15.07,80,58,79,58.0,18.4,1.7,98,52,6.58,2.7,3.4,5.7,44.08,6.58,8.5
21.0,28.5,55,100,11.1,92,16.94,82,98,77,98.0,23.7,7.5,99,79,8.18,1.6,3.6,5.7,51.23,7.76,17.0
15.8,24.3,14,20,8.8,69,13.91,65,8,48,8.0,2.8,-11.2,62,31,3.68,3.2,8.0,4.2,46.98,6.7,12.6
19.5,29.8,66,40,10.8,90,18.58,90,61,37,61.0,20.7,1.9,99,66,6.77,2.6,4.0,5.5,50.0,7.15,5.6
21.9,31.5,78,74,11.2,93,19.51,88,94,53,94.0,25.3,5.9,100,79,7.96,1.7,3.3,5.9,55.3,8.3,7.5
16.2,25.7,25,84,10.6,88,13.91,36,83,52,83.0,20.6,4.1,99,12,5.38,3.4,5.9,4.7,44.44,6.96,15.6
17.0,26.6,36,100,8.0,56,15.31,88,55,45,55.0,17.5,1.5,98,31,5.65,2.2,4.4,3.2,52.53,7.03,23.1
20.1,29.7,65,31,12.3,97,15.77,7,23,80,23.0,12.0,-2.7,99,61,5.92,1.3,9.9,4.7,49.43,7.39,11.6
20.3,27.5,44,62,10.8,90,17.64,78,52,57,52.0,19.3,1.2,98,81,7.28,1.2,6.5,4.8,43.96,6.42,10.5
20.1,29.2,60,74,10.3,84,18.11,63,73,49,73.0,20.3,2.9,99,77,7.19,1.1,6.5,5.3,53.85,7.71,18.4
22.1,29.3,61,64,11.8,96,18.35,61,58,73,58.0,21.0,1.7,99,90,6.93,1.9,8.4,5.8,50.12,7.68,19.2
19.8,26.0,28,100,10.9,91,16.01,34,88,73,88.0,20.6,4.8,100,81,8.59,0.7,4.9,5.5,51.15,7.29,8.7
16.8,27.4,43,50,9.6,79,14.14,98,30,57,30.0,13.4,-1.0,98,44,6.53,2.2,7.0,4.7,42.37,5.84,20.4
18.9,25.5,23,74,10.3,84,14.84,65,30,77,30.0,14.2,-1.0,98,77,6.15,1.6,6.3,3.5,45.5,6.51,14.2
20.7,31.5,78,51,10.9,91,18.81,67,28,48,28.0,18.9,-1.2,95,84,8.35,0.6,4.8,5.9,48.23,7.04,30.1
17.7,27.4,43,79,11.5,95,16.71,15,79,37,79.0,19.8,3.6,99,63,7.24,2.0,6.0,6.0,48.96,7.3,7.3
20.5,30.6,72,84,10.8,90,17.64,82,62,62,62.0,18.9,1.9,99,70,6.58,3.1,6.3,5.3,46.41,7.05,12.4
15.5,23.9,12,27,9.2,74,13.91,95,9,44,9.0,3.5,-10.4,54,31,3.65,5.3,3.6,3.7,50.11,7.64,13.2
15.9,26.5,34,26,8.0,56,13.91,77,11,49,11.0,6.7,-8.3,78,11,5.1,4.5,2.4,3.4,55.21,7.63,12.5
15.3,23.7,11,79,8.0,56,13.91,34,43,42,43.0,15.3,0.5,99,15,5.27,2.4,5.7,2.6,44.75,7.12,12.6
21.5,31.2,76,74,11.3,94,18.81,43,71,57,71.0,22.3,2.8,99,57,6.4,1.6,6.4,5.8,47.11,7.57,12.0
14.7,24.6,16,16,8.6,65,14.14,18,0,32,0.0,0.1,-13.8,54,39,9.4,0.0,0.0,0.0,46.97,7.15,24.4
14.3,24.0,12,62,9.2,74,14.14,17,31,29,31.0,14.0,-0.9,98,49,4.81,3.1,5.1,3.4,44.26,6.33,-0.1
18.9,28.3,53,62,10.5,86,16.24,55,31,57,31.0,16.2,-0.8,98,84,5.85,2.6,6.6,4.2,44.27,6.49,23.7
19.6,30.1,68,74,11.1,92,16.94,61,62,57,62.0,19.1,1.9,99,85,6.57,1.6,4.0,4.7,46.77,7.41,12.0
14.2,24.1,13,100,8.2,59,13.91,90,21,30,21.0,11.3,-3.5,54,6,2.73,3.7,10.0,0.0,52.34,8.35,18.6
18.9,27.1,40,50,12.2,97,17.18,94,47,46,47.0,20.5,0.8,98,52,6.14,1.8,7.0,4.5,52.53,8.05,23.0
19.1,26.2,31,71,10.0,81,16.48,85,73,57,73.0,19.1,3.0,99,37,6.49,2.9,5.4,4.9,50.16,8.08,14.5
17.4,28.2,52,84,10.4,86,13.91,32,44,69,44.0,16.1,0.7,99,77,6.57,1.1,6.1,3.5,45.19,6.44,9.6
18.5,27.5,44,51,10.4,86,17.88,21,36,33,36.0,19.8,-0.1,98,66,8.56,0.9,4.1,6.0,49.07,7.07,7.4
22.1,30.4,70,100,12.4,97,19.28,87,87,62,87.0,22.3,4.4,99,99,8.78,1.8,6.3,6.4,53.81,7.1,19.3
19.2,29.7,65,84,12.5,97,15.54,59,71,72,71.0,18.1,2.8,100,90,6.05,1.5,10.3,3.3,47.91,7.76,15.9
17.9,29.9,67,62,10.4,86,15.31,27,41,56,41.0,17.0,0.4,98,66,6.06,3.0,3.9,5.1,44.82,6.66,16.0
22.0,32.2,82,100,11.9,96,18.11,58,96,74,96.0,23.2,6.8,99,95,8.34,1.7,3.5,5.8,51.44,7.58,14.7
11.2,24.1,13,23,6.7,31,13.91,67,9,18,9.0,3.5,-10.4,61,0,3.3,3.8,7.6,2.9,46.88,6.86,5.4
17.7,25.2,20,100,10.3,84,15.07,21,71,57,71.0,18.9,2.8,99,46,6.81,1.4,7.4,3.4,46.6,7.21,11.4
18.5,27.4,43,40,10.6,88,17.64,46,55,35,55.0,20.4,1.5,99,74,6.77,3.0,3.9,5.7,48.89,6.97,14.9
20.1,30.1,68,62,10.4,86,17.64,23,89,55,89.0,24.3,4.8,99,61,7.61,2.2,3.3,5.6,56.62,8.54,33.4
16.0,25.6,24,84,10.6,88,13.91,49,78,50,78.0,19.8,3.4,99,15,5.14,3.3,6.0,4.1,46.41,7.07,8.2
18.1,25.3,21,74,10.1,82,14.84,98,30,67,30.0,14.2,-1.1,98,76,6.27,1.6,6.3,3.5,46.2,6.56,12.6
16.9,25.1,20,100,9.9,80,15.54,88,62,42,62.0,17.9,1.9,98,63,5.62,2.1,4.3,3.1,51.08,6.82,14.1
18.8,28.4,54,31,11.7,95,15.77,76,23,64,23.0,12.0,-2.8,99,24,5.86,1.4,9.7,4.8,48.6,7.26,17.4
20.6,27.5,44,50,11.5,95,16.94,52,34,72,34.0,18.0,-0.2,98,90,6.57,2.1,6.8,3.9,44.13,6.37,21.4
19.0,26.8,37,74,10.2,83,16.94,33,71,50,71.0,20.3,2.9,99,26,7.38,1.1,6.4,5.4,54.86,7.83,11.2
20.2,25.9,27,65,10.7,89,17.18,32,58,64,58.0,20.9,1.6,99,31,6.68,2.2,7.7,5.7,50.13,7.63,18.8
19.1,25.1,20,100,11.5,95,16.71,84,80,53,80.0,19.7,3.8,100,91,7.86,1.0,5.1,5.0,50.84,7.39,19.2
17.5,27.4,43,51,9.7,79,14.37,76,32,65,32.0,13.9,-0.5,98,37,6.49,1.8,6.8,4.4,42.93,5.92,10.7
18.0,27.1,40,68,11.3,94,17.41,93,67,32,67.0,18.7,2.4,98,19,7.4,2.1,5.4,6.4,49.37,7.3,7.4
19.7,30.1,68,100,10.4,86,16.71,56,62,63,62.0,19.1,2.0,99,68,6.39,3.6,6.3,5.8,46.33,6.99,15.2
13.9,23.9,12,31,7.9,55,13.91,95,11,27,11.0,5.2,-8.8,54,15,3.84,4.3,8.0,2.2,50.63,7.61,10.4
14.8,25.5,23,28,7.9,55,13.91,77,13,35,13.0,7.7,-7.3,74,13,5.67,3.4,2.7,3.4,53.93,7.47,21.5
14.4,25.8,26,62,7.6,49,15.07,64,34,24,34.0,16.8,-0.1,99,11,5.83,2.6,6.5,4.4,43.11,6.21,15.3
20.1,30.9,74,40,10.9,91,17.88,66,43,52,43.0,19.5,0.6,98,85,6.86,2.8,3.5,5.3,49.86,7.0,21.1
15.2,23.7,11,79,8.2,59,13.91,23,42,40,42.0,15.2,0.4,98,41,5.09,2.4,5.5,2.4,43.47,7.0,11.8
21.1,29.6,63,74,10.6,88,17.88,43,73,67,73.0,22.3,2.9,99,81,6.55,1.6,6.8,5.7,49.29,7.85,40.2
14.2,23.7,11,17,8.1,57,14.37,77,7,27,7.0,1.9,-12.1,61,34,13.78,4.5,4.3,18.2,45.92,6.97,16.2
19.5,26.8,37,71,11.4,94,18.11,15,54,42,54.0,18.6,1.3,99,92,6.72,1.4,4.1,4.6,47.11,7.65,21.9
19.3,27.1,40,50,12.1,97,17.64,67,32,45,32.0,18.9,-0.6,98,63,6.17,1.9,7.2,4.1,53.8,8.43,13.5
21.0,29.1,59,74,10.4,86,17.41,37,69,70,69.0,18.8,2.7,99,79,6.32,3.1,5.7,4.9,50.16,8.08,18.5
15.8,24.8,18,84,8.7,67,13.91,83,34,48,34.0,15.3,-0.1,99,26,6.4,0.8,6.6,3.0,44.21,6.46,29.8
17.7,28.1,51,62,10.1,82,15.77,85,34,49,34.0,16.4,-0.2,98,52,6.17,2.8,4.3,5.0,44.05,6.55,18.2
22.8,31.4,77,100,11.3,94,19.05,47,88,73,88.0,22.7,4.6,99,85,9.08,1.5,6.3,6.7,54.41,7.03,20.0
14.5,25.6,24,100,8.5,64,14.14,56,32,30,32.0,13.7,-0.7,98,37,3.47,2.6,12.1,0.0,51.05,8.35,10.8
22.1,30.6,72,41,11.9,96,20.21,23,31,48,31.0,19.0,-0.8,98,98,8.26,0.9,4.1,5.4,48.48,6.98,20.6
18.3,29.2,60,84,12.3,97,14.84,89,65,69,65.0,17.4,2.1,99,76,6.01,1.5,9.4,3.3,45.92,7.46,34.2
20.1,27.0,39,100,10.8,90,18.11,26,90,49,90.0,21.7,5.1,99,85,8.02,1.6,3.4,5.1,51.67,7.5,29.8
14.6,25.8,26,22,9.1,73,13.91,81,9,33,9.0,3.7,-10.3,61,61,3.4,3.1,8.6,2.5,45.87,6.8,6.0
16.6,24.5,15,100,11.2,93,14.61,58,66,49,66.0,18.3,2.4,99,24,6.61,1.4,6.9,3.1,48.28,7.38,13.7
24.0,32.1,82,62,12.5,97,19.51,67,90,81,90.0,24.5,5.1,99,93,7.68,2.2,3.5,5.9,54.85,8.42,16.1
15.1,24.4,15,17,8.4,62,13.91,63,0,39,0.0,0.7,-13.1,54,55,7.22,0.0,0.0,0.0,44.31,6.46,8.1
17.2,24.0,12,84,9.8,80,13.91,96,67,67,67.0,18.8,2.5,99,34,4.95,3.4,6.2,4.2,46.48,7.07,29.7
16.7,24.4,15,74,9.6,79,13.91,19,30,60,30.0,14.2,-1.1,98,44,6.17,1.9,5.8,3.5,47.06,6.6,23.4
17.0,24.1,13,100,8.8,69,15.77,26,59,40,59.0,17.7,1.7,98,39,5.64,2.2,4.7,3.4,51.01,6.82,15.5
16.6,29.4,62,33,8.6,65,15.54,58,24,38,24.0,12.4,-2.4,99,8,5.8,1.0,9.1,4.7,48.67,7.13,27.1
20.4,27.4,43,50,11.6,95,16.94,36,32,69,32.0,17.7,-0.4,98,86,6.44,2.4,6.8,3.9,44.16,6.51,37.6
19.8,27.2,41,62,9.9,80,16.48,74,65,68,65.0,19.6,2.2,99,37,7.01,1.4,6.0,4.7,55.32,8.04,14.5
23.3,29.6,63,68,12.0,96,18.58,58,58,84,58.0,20.7,1.6,98,74,6.88,2.2,7.2,5.8,50.68,7.74,26.7
18.3,24.9,18,100,10.6,88,16.01,12,80,52,80.0,19.6,3.7,100,89,7.87,1.0,5.4,4.7,51.1,7.36,24.0
16.8,24.1,13,53,8.0,56,14.61,79,31,51,31.0,13.7,-0.7,98,12,6.3,2.1,7.1,3.8,41.41,5.77,6.3
19.8,30.4,70,100,10.8,90,18.35,47,54,43,54.0,18.6,1.4,98,77,6.26,3.3,6.5,5.6,47.01,7.04,22.9
13.5,24.0,12,33,6.7,31,13.91,84,12,25,12.0,5.9,-8.0,54,1,3.72,4.6,7.8,2.3,51.66,7.77,-1.0
17.5,24.0,12,31,9.3,75,13.91,95,16,70,16.0,9.7,-5.5,91,63,5.7,4.4,2.4,3.8,53.59,7.24,18.9
19.0,28.4,54,62,10.5,86,15.54,63,36,69,36.0,16.6,-0.1,99,63,6.07,2.4,6.4,4.2,43.93,6.29,21.2
22.8,29.2,60,84,11.2,93,20.21,18,89,56,89.0,24.2,4.8,99,89,7.02,1.3,5.9,6.1,48.03,7.65,37.2
14.4,24.8,18,19,7.9,55,14.14,76,8,30,8.0,2.8,-11.1,71,31,10.43,4.1,1.7,11.8,45.28,7.06,15.2
19.3,25.4,22,62,10.0,81,16.24,84,57,64,57.0,19.0,1.6,98,66,6.57,1.6,6.1,4.3,55.74,8.17,23.9
19.0,25.8,26,74,10.5,86,13.91,57,32,88,32.0,14.5,-0.7,98,81,6.19,1.9,5.6,3.1,48.97,6.88,25.7
19.1,27.2,41,50,12.2,97,16.71,33,32,53,32.0,18.8,-0.6,98,39,5.99,2.1,7.0,3.9,53.85,8.25,11.1
17.4,26.3,32,16,10.1,82,13.91,52,0,69,0.0,0.9,-13.0,54,59,5.34,1.9,0.0,1.9,49.38,7.04,22.1
20.4,29.7,65,74,10.5,86,16.48,23,67,76,67.0,18.7,2.4,99,72,5.97,3.3,5.8,4.7,50.36,8.3,11.9
5.4,13.0,0,19,3.0,0,13.91,49,7,17,7.0,2.0,-12.0,54,39,5.05,1.1,10.0,2.6,40.63,5.77,0.0
16.1,27.7,47,84,9.8,80,14.37,18,42,46,42.0,15.8,0.4,99,79,6.52,0.8,6.3,3.5,44.22,6.19,23.4
14.8,24.7,17,16,10.2,83,13.91,45,0,35,0.0,0.3,-13.6,54,66,8.46,0.0,23.1,0.0,47.0,7.61,3.2
24.9,31.8,80,100,12.4,97,19.51,65,87,90,87.0,22.8,4.4,99,99,9.02,1.5,6.5,7.0,55.03,7.21,32.4
14.9,25.5,23,100,10.4,86,13.91,23,28,37,28.0,13.0,-1.3,91,24,3.69,1.9,14.8,0.0,51.13,8.54,18.5
21.0,29.4,62,51,11.5,95,19.05,82,34,49,34.0,19.6,-0.2,98,91,8.49,0.6,3.8,6.0,48.44,6.95,25.6
21.2,26.6,36,100,11.5,95,17.41,19,87,73,87.0,21.4,4.6,99,95,8.01,1.7,3.2,4.7,52.55,7.62,13.5
13.9,23.9,12,16,8.5,64,13.91,9,0,27,0.0,0.1,-13.9,54,28,7.0,0.0,0.0,0.0,47.45,7.96,0.8
13.1,24.1,13,21,7.6,49,13.91,83,10,23,10.0,3.8,-10.1,57,4,2.95,4.0,9.6,2.7,45.48,6.77,4.8
14.6,25.1,20,19,7.9,55,14.84,86,1,26,1.0,1.2,-12.7,54,26,6.12,0.0,5.9,0.0,45.26,6.81,0.1
10.3,24.8,18,16,5.2,10,13.91,80,0,18,0.0,0.0,-13.9,54,22,8.0,0.0,0.0,0.0,51.51,7.2,1.4
17.0,24.0,12,100,10.2,83,14.14,61,65,62,65.0,18.0,2.1,99,24,6.56,1.4,7.2,3.1,47.04,7.35,13.4
14.9,23.9,12,32,9.3,75,13.91,62,16,37,16.0,9.5,-5.6,67,31,4.64,4.8,4.6,3.1,51.36,7.8,16.4
18.4,25.9,27,84,10.3,84,15.31,17,67,64,67.0,18.5,2.4,99,49,5.02,2.9,6.2,3.7,44.67,6.53,19.1
16.5,23.8,11,100,9.1,73,15.07,34,57,43,57.0,17.5,1.6,98,49,5.59,2.2,4.7,3.2,51.14,6.83,9.7
16.0,29.2,60,34,8.7,67,14.14,46,27,48,27.0,13.3,-1.5,99,8,5.75,1.3,9.1,4.8,46.39,6.99,13.2
22.6,29.4,62,50,12.3,97,18.11,78,44,81,44.0,18.7,0.7,98,94,6.67,2.1,7.3,4.2,44.56,6.67,14.7
20.9,27.4,43,71,11.8,96,17.88,9,64,64,64.0,21.1,2.1,99,90,6.85,2.5,6.7,5.8,50.76,7.64,23.5
24.0,31.4,77,62,11.0,92,19.98,46,82,77,82.0,23.5,4.0,99,82,7.48,2.2,3.8,5.6,53.22,8.17,24.0
4.8,6.1,0,100,1.0,0,15.77,81,82,17,82.0,19.9,4.0,100,22,7.87,1.0,5.4,5.0,51.51,7.2,2.4
11.2,26.7,37,47,5.2,10,14.61,49,28,18,28.0,13.2,-1.2,98,39,5.98,2.0,6.4,3.4,40.63,5.77,14.7
14.6,24.2,13,16,9.4,77,13.91,53,0,33,0.0,0.5,-13.4,54,57,4.12,4.2,4.0,4.2,48.81,7.21,9.2
9.8,26.7,37,62,5.2,10,16.01,96,40,17,40.0,16.9,0.3,98,22,6.14,2.6,3.6,4.7,44.35,6.54,7.2
16.7,24.5,15,84,9.5,78,14.37,75,40,53,40.0,14.9,0.3,98,81,5.1,2.4,5.4,2.4,42.05,6.85,19.1
18.3,25.2,20,100,9.1,73,16.94,61,57,42,57.0,18.9,1.6,99,31,6.46,3.7,6.4,6.0,47.53,7.21,16.9
14.6,24.1,13,32,7.8,53,14.14,46,18,31,18.0,10.8,-4.3,98,24,5.24,6.1,2.4,3.9,54.05,6.99,9.2
17.1,25.7,28,100,8.5,59,12.09,17,49,81,49.0,14.5,2.0,54,61,6.05,3.3,5.9,4.8,50.39,7.46,9.68
22.0,33.7,89,16,10.3,84,17.53,65,9,60,9.0,10.6,-9.0,54,89,7.62,2.3,7.2,5.5,48.11,7.52,32.64
14.7,24.0,13,100,5.4,11,11.69,100,25,56,25.0,13.0,-1.0,54,59,5.62,2.6,6.9,4.8,47.67,6.37,12.16
18.4,29.2,59,16,7.6,53,15.32,12,15,48,15.0,12.2,-4.0,54,66,6.65,2.4,6.6,5.9,50.33,7.59,11.04
14.5,23.6,11,100,5.4,11,12.29,1,62,45,62.0,13.9,2.0,54,24,5.09,0.0,5.9,6.3,51.53,7.92,18.32
20.1,31.2,76,16,9.0,71,16.32,63,10,53,10.0,9.9,-8.0,54,72,6.03,0.0,7.5,0.0,53.62,8.1,3.72
17.0,27.6,44,100,6.4,27,15.92,97,36,26,36.0,18.5,1.0,54,77,6.97,2.4,9.7,6.8,46.88,5.97,17.88
19.2,30.3,69,100,8.1,57,15.92,32,89,49,89.0,20.0,6.0,54,86,5.96,2.1,8.8,5.0,47.35,7.08,12.26
17.5,26.3,34,100,8.7,64,17.13,5,82,21,82.0,23.0,6.0,54,34,6.16,3.6,5.4,5.2,49.4,7.68,25.54
20.8,32.3,83,100,9.3,75,17.94,45,36,38,36.0,20.9,2.0,54,81,9.01,0.8,8.8,8.4,49.85,7.3,21.44
20.7,30.8,72,100,10.6,90,17.94,88,100,37,100.0,34.4,17.0,100,49,6.03,2.4,6.0,4.1,52.58,7.85,13.04
17.2,27.6,46,100,6.8,33,13.7,4,73,57,73.0,17.8,4.0,54,55,4.8,3.3,8.8,3.3,43.55,6.68,12.68
16.4,25.9,25,16,6.9,39,14.11,12,11,42,11.0,8.5,-8.0,54,46,4.21,4.8,6.8,2.7,46.32,6.6,17.58
27.3,41.5,99,16,13.1,98,19.35,91,25,92,25.0,22.5,-2.0,54,98,8.78,1.5,2.4,8.0,45.36,7.23,21.58
17.3,27.2,42,100,7.4,43,14.71,89,19,43,19.0,13.9,-2.0,54,44,4.99,3.1,8.6,4.4,47.0,6.74,13.74
17.2,27.9,49,100,6.5,26,13.1,57,62,68,62.0,16.0,3.0,54,41,8.02,1.1,5.4,6.1,49.82,7.44,18.76
12.1,20.3,1,16,3.9,2,11.69,92,17,27,17.0,6.7,-5.0,54,8,4.67,4.3,14.8,0.0,54.15,7.99,9.4
18.5,28.8,57,100,8.2,59,16.73,22,89,30,89.0,21.3,6.0,54,90,6.57,3.1,4.8,5.6,43.86,5.79,14.68
15.7,24.6,16,100,6.8,33,11.69,36,36,70,36.0,13.2,1.0,54,55,5.88,3.2,5.5,4.2,45.44,6.85,13.56
22.4,33.7,87,100,11.1,94,18.34,84,19,52,19.0,19.5,-2.0,54,90,7.38,2.0,5.1,5.9,48.55,6.79,16.78
15.5,25.0,18,100,6.0,22,13.7,48,94,37,94.0,18.4,6.0,54,24,5.0,2.5,7.0,2.8,49.82,7.72,12.42
17.2,27.4,41,100,7.0,40,16.32,90,73,24,73.0,21.4,4.0,54,41,6.62,2.5,6.7,5.0,44.73,6.65,7.68
16.2,26.7,36,100,5.7,17,14.51,30,82,33,82.0,20.5,5.0,54,66,4.58,3.4,7.1,2.9,41.97,6.89,14.94
16.1,25.5,23,100,6.7,31,14.11,55,30,38,30.0,14.6,0.0,54,31,4.58,4.6,8.5,3.1,45.9,7.16,18.64
19.5,29.6,63,16,9.4,78,14.31,99,19,78,19.0,12.7,-3.0,54,15,1.62,8.6,10.3,2.9,44.35,7.5,14.4
19.0,30.7,73,100,7.3,43,17.53,82,25,26,25.0,17.1,-1.0,54,90,6.41,2.0,8.8,5.2,45.13,6.44,16.52
20.0,30.8,72,100,9.2,77,18.34,74,99,27,99.0,33.0,13.0,54,46,6.72,2.9,3.8,4.7,42.46,7.15,15.44
20.9,30.7,73,100,11.1,92,18.54,92,99,31,99.0,31.7,13.0,100,94,6.0,1.9,4.9,3.8,46.59,7.39,19.88
20.4,31.7,78,16,9.1,75,15.72,1,15,68,15.0,12.3,-5.0,54,86,6.13,1.8,6.5,3.8,48.04,7.04,9.96
17.5,28.1,49,16,6.9,39,14.11,1,19,55,19.0,13.5,-3.0,54,37,7.78,2.1,5.0,5.3,51.02,8.01,25.06
14.8,24.1,12,31,5.5,16,15.32,39,21,19,21.0,14.5,-2.0,54,31,6.52,2.5,6.7,4.7,44.94,6.63,15.94
20.9,31.1,75,31,10.7,89,20.16,12,55,20,55.0,21.6,3.0,99,77,7.11,2.3,7.2,5.2,47.5,7.36,10.48
14.5,24.5,15,100,4.5,5,12.09,25,30,48,30.0,12.6,0.0,54,39,5.6,1.8,5.7,4.2,47.78,6.34,16.0
18.2,29.0,58,16,7.4,47,14.71,78,16,53,16.0,11.6,-4.5,54,66,6.38,2.4,6.8,5.9,50.0,7.64,17.08
15.3,23.5,10,100,7.1,37,14.71,15,78,24,78.0,16.1,4.0,54,8,4.82,2.7,2.6,4.1,52.99,8.01,5.96
20.7,31.7,79,100,9.7,79,20.16,23,92,20,92.0,25.8,7.5,99,84,6.07,1.9,4.8,4.4,45.97,7.37,35.3
19.0,29.7,66,100,8.3,59,16.53,36,36,37,36.0,19.1,2.0,54,61,6.12,2.8,8.5,5.2,44.17,6.43,13.7
18.6,29.9,66,100,7.3,45,15.32,93,36,50,36.0,18.2,1.5,54,85,7.37,2.0,9.4,7.2,48.81,6.17,24.02
15.8,24.6,18,31,7.0,31,12.69,41,36,55,36.0,16.2,1.0,54,24,6.0,3.2,7.9,4.6,48.48,7.1,10.4
18.5,28.1,53,100,8.9,67,17.94,97,92,21,92.0,24.3,7.0,54,49,6.19,3.0,5.4,5.5,49.8,7.66,17.4
19.7,31.8,81,100,7.6,45,18.74,34,49,22,49.0,21.2,3.0,54,91,8.77,1.1,7.9,7.5,48.7,7.02,29.2
13.7,23.1,7,31,4.3,4,12.49,18,19,32,19.0,8.0,-3.5,54,52,5.95,1.9,10.3,0.0,54.13,7.95,25.98
21.8,34.1,89,31,9.5,80,17.33,63,87,62,87.0,23.7,6.0,99,89,5.57,2.9,6.0,3.9,52.44,8.24,23.64
18.0,28.4,54,100,7.6,49,13.3,86,49,74,49.0,15.3,1.5,54,72,5.02,3.2,9.1,3.6,43.94,6.57,15.92
15.2,24.6,15,31,5.8,20,14.31,26,21,27,21.0,13.1,-2.5,54,46,4.25,4.5,6.8,3.0,45.36,6.52,17.26
20.6,31.2,74,100,10.0,83,19.35,52,30,23,30.0,21.6,2.0,54,55,8.93,1.5,2.7,8.5,45.9,7.14,24.02
20.1,31.0,74,100,9.2,74,14.31,81,22,84,22.0,13.8,-1.5,54,76,4.72,3.0,8.4,4.3,46.64,6.73,13.1
17.8,27.0,37,100,8.6,69,16.32,80,94,28,94.0,17.9,6.0,54,66,4.41,3.9,3.7,3.2,51.31,7.75,31.58
16.4,25.9,27,100,6.9,35,14.91,8,42,30,42.0,18.0,2.0,54,82,6.7,3.1,4.9,5.7,43.54,5.7,14.86
14.4,23.3,9,100,5.5,14,12.49,80,49,40,49.0,13.4,1.5,54,37,6.07,3.0,5.4,4.3,45.74,6.89,21.96
23.6,36.0,94,100,11.2,95,19.55,1,21,49,21.0,18.2,-1.5,54,97,7.57,1.8,5.0,6.0,49.1,6.69,19.52
17.1,26.4,36,100,7.8,49,13.3,62,62,63,62.0,15.4,2.5,54,31,4.8,2.9,8.1,2.9,51.05,7.84,1.32
17.6,28.3,54,100,6.9,33,13.7,20,78,64,78.0,17.4,4.5,54,37,7.63,1.4,5.1,5.4,51.05,7.52,1.32
14.9,24.1,13,100,5.7,15,14.51,56,62,24,62.0,17.7,3.0,54,59,4.6,3.4,6.9,3.2,42.34,6.86,12.28
17.3,27.8,48,100,6.8,33,13.9,58,49,55,49.0,16.6,2.0,54,63,4.59,4.6,8.1,3.1,46.7,7.24,19.64
18.1,28.9,58,100,7.3,43,14.91,41,23,50,23.0,16.8,-1.0,54,55,6.7,2.0,8.8,5.2,45.83,6.34,19.2
22.7,32.2,84,100,13.2,98,19.35,73,73,40,73.0,24.2,5.0,54,86,6.39,3.1,4.2,4.6,43.26,7.26,7.64
