AvgPts,Ceiling,CeilingPct,Consistency,Floor,FloorPct,ImpPts,OppPlusMinusPct,Plus_Minus,ProjPlusMinusPct,Score,Season_PPG,Season_Plus_Minus,Upside,Vegas,AdjYPA,PassINTPct,PassSackPct,PassTDPct,PassingSuccessfulPct,YardsPerPassingAttempt,ActualPoints
21.5,33.9,89,44,9.1,75,17.74,61,64,50,64.0,20.7,3.6,87,94,7.15,1.7,3.2,5.8,44.71,7.13,11.28
15.7,24.4,16,53,7.0,33,13.9,23,49,35,49.0,18.5,2.4,74,26,6.75,2.6,5.3,5.6,46.38,6.94,30.24
17.3,26.1,27,59,8.5,67,12.29,85,43,81,43.0,13.4,1.1,57,5,5.08,1.9,3.4,3.5,48.7,7.42,8.92
24.1,35.7,94,59,12.5,97,18.95,78,64,65,64.0,24.0,4.3,85,92,8.54,1.2,5.4,7.3,49.18,7.09,24.44
9.8,16.5,0,31,3.1,1,11.69,48,13,18,13.0,4.4,-7.5,54,4,2.98,1.9,6.9,0.0,47.87,7.67,20.64
15.6,25.3,23,64,5.9,16,12.29,22,44,60,44.0,13.4,1.2,54,28,7.19,1.2,8.1,3.8,49.63,7.19,8.78
16.6,26.6,36,59,6.6,29,13.7,90,41,50,41.0,15.8,1.3,57,61,5.72,4.0,3.5,4.0,49.22,6.14,16.56
17.5,29.9,63,44,5.1,14,17.74,95,54,19,54.0,18.7,2.7,54,89,8.21,2.1,7.0,8.2,49.54,7.55,18.96
18.7,29.4,62,26,8.0,56,13.1,57,15,86,15.0,9.4,-5.0,54,41,5.22,2.4,15.3,1.9,48.94,7.92,25.34
19.2,28.8,57,41,9.6,79,16.73,82,64,37,64.0,19.4,3.5,76,61,5.52,2.8,7.8,4.4,48.65,7.09,19.66
13.0,20.8,2,34,5.2,10,11.69,23,22,35,22.0,11.0,-2.3,54,9,4.64,3.5,6.8,2.7,48.61,7.34,30.12
19.7,30.8,72,47,8.6,69,15.92,70,66,55,66.0,18.6,3.5,85,81,6.62,2.6,4.9,5.4,46.08,7.52,23.16
21.6,33.5,86,71,9.7,81,17.13,39,74,62,74.0,20.6,4.5,71,81,7.06,2.1,5.2,5.0,52.51,8.05,9.0
22.2,34.9,93,53,9.5,77,18.95,55,38,40,38.0,22.8,2.6,71,99,8.13,2.5,3.0,7.5,47.12,6.08,9.42
17.4,27.4,43,77,7.4,45,13.5,73,66,64,66.0,15.6,3.0,62,90,5.51,2.9,8.8,3.5,49.15,7.22,13.16
18.2,28.6,55,71,7.8,53,16.12,33,73,33,73.0,19.1,4.1,71,72,5.87,2.5,6.3,4.7,49.81,6.68,13.36
12.1,20.6,2,50,3.6,1,12.09,6,28,24,28.0,11.3,-0.8,54,2,6.29,2.6,6.9,4.1,50.28,7.56,7.72
12.8,21.7,4,100,3.9,2,11.69,23,19,33,19.0,8.3,-4.0,54,68,3.33,2.4,0.0,0.0,45.81,6.82,17.6
15.0,24.0,12,77,6.0,21,13.5,61,73,33,73.0,17.1,3.8,79,28,5.72,2.6,6.3,4.1,46.36,6.46,9.74
18.7,27.6,48,53,9.8,79,16.53,79,55,33,55.0,20.1,3.1,61,34,5.83,3.6,6.5,5.6,54.09,8.13,10.78
22.9,34.5,91,71,11.3,95,18.54,43,55,55,55.0,22.3,3.4,57,88,7.4,2.3,4.3,5.8,51.39,7.52,13.14
17.8,27.0,39,74,8.6,65,15.11,62,76,44,76.0,18.1,4.1,54,86,6.09,3.8,6.6,4.4,46.58,7.75,20.88
16.7,26.4,36,41,7.0,33,12.09,86,37,77,37.0,14.3,0.9,54,39,4.49,4.3,9.9,3.3,55.76,7.93,8.2
13.2,20.4,2,79,6.0,20,11.69,19,43,38,43.0,13.7,1.2,54,2,3.9,3.8,10.1,2.4,50.82,7.73,10.78
21.6,32.9,85,59,10.3,86,16.32,19,85,74,85.0,21.7,5.7,85,84,7.63,1.6,5.6,5.1,49.08,7.76,21.98
14.8,23.9,12,59,5.7,15,14.11,21,55,26,55.0,17.7,2.7,71,90,6.13,2.6,3.6,4.6,52.87,7.21,23.58
17.1,27.3,42,71,6.9,35,14.31,70,36,46,36.0,16.6,1.2,71,55,5.8,2.0,9.9,4.0,52.66,6.83,22.46
18.6,30.1,68,47,7.1,39,16.73,7,87,30,87.0,22.8,6.0,85,86,6.74,1.4,8.8,4.6,46.31,6.21,9.26
17.1,26.2,32,34,8.0,55,15.32,42,26,32,26.0,17.0,-0.1,54,22,5.95,2.2,7.5,3.5,47.18,6.59,22.58
22.4,33.4,87,51,11.4,94,19.15,36,76,40,76.0,25.4,5.4,92,90,7.32,2.6,4.2,6.2,49.24,7.7,14.9
17.3,27.6,48,59,7.0,33,16.32,32,62,25,62.0,19.3,3.3,85,31,6.71,3.1,5.1,6.0,49.3,7.03,8.84
15.1,24.5,15,16,5.7,16,11.69,49,7,63,7.0,-0.1,-11.5,54,61,6.56,0.0,6.3,3.3,46.51,6.34,7.88
16.1,25.3,22,59,6.9,33,16.48,63,38,40,38.0,13.1,0.7,57,34,4.92,2.2,3.6,3.5,46.76,7.36,3.24
16.6,26.7,37,68,6.5,27,16.71,20,54,44,54.0,15.8,2.2,54,44,6.66,0.7,8.8,4.0,45.7,6.34,23.22
21.9,34.0,90,71,9.8,80,22.32,52,73,37,73.0,25.0,5.2,85,90,9.07,0.9,5.0,7.8,48.69,6.87,23.06
19.1,30.2,67,59,8.0,59,17.41,86,43,67,43.0,17.7,2.0,54,81,6.88,1.6,3.6,4.9,46.78,7.66,28.68
20.7,30.9,74,59,10.5,86,19.28,34,86,63,86.0,21.7,5.7,85,52,7.86,1.3,5.0,5.5,50.49,7.84,22.04
20.5,33.3,86,53,7.7,55,19.28,21,59,60,59.0,19.2,3.1,54,96,8.73,1.4,6.4,8.6,48.88,7.44,27.14
17.6,28.1,51,79,7.1,39,17.64,93,64,44,64.0,15.4,2.8,61,59,5.65,3.0,9.1,3.7,49.2,7.06,9.84
18.7,29.7,65,44,7.7,51,19.98,59,64,30,64.0,19.4,3.4,74,55,5.4,2.8,7.8,4.1,48.39,7.08,13.5
19.1,28.1,52,44,10.1,81,18.11,70,46,56,46.0,19.2,2.3,61,49,5.71,3.1,6.7,5.3,54.37,8.15,15.1
13.9,23.2,9,44,4.6,4,14.61,9,28,38,28.0,17.6,0.6,54,24,6.05,3.4,1.6,4.2,50.58,7.7,20.98
21.9,33.5,86,68,10.3,88,19.75,66,64,72,64.0,19.3,3.4,61,84,6.43,2.3,4.9,4.4,53.24,8.16,18.62
21.6,33.5,86,47,9.7,81,21.38,13,32,45,32.0,21.9,1.8,71,82,7.69,2.7,2.9,6.5,45.75,5.93,5.9
14.6,23.7,12,51,5.5,11,14.14,21,33,52,33.0,12.8,0.3,54,34,6.15,3.2,4.6,2.6,45.7,6.63,11.44
20.5,30.8,73,59,10.2,83,19.51,91,73,55,73.0,19.1,4.1,71,77,5.96,1.9,7.5,4.6,52.39,7.32,12.74
20.4,32.0,80,59,8.8,71,19.51,8,76,53,76.0,19.6,4.5,85,59,7.08,2.2,4.4,5.1,48.47,7.75,8.52
16.2,25.5,22,40,6.9,37,13.91,98,47,77,47.0,17.6,2.2,78,41,6.81,4.4,3.7,5.0,50.3,8.1,9.74
15.9,25.5,23,59,6.3,24,16.48,25,38,38,38.0,15.5,1.1,57,63,5.67,3.8,4.6,4.1,50.4,6.6,18.86
16.7,26.0,28,62,7.4,45,15.07,73,71,68,71.0,16.3,3.5,63,46,7.14,2.7,6.5,5.8,50.0,7.63,14.06
11.5,19.3,1,41,3.7,1,14.37,18,32,21,32.0,13.5,0.2,54,13,4.49,4.1,10.2,3.1,41.95,6.13,3.26
18.4,27.8,49,53,9.0,69,17.88,63,62,51,62.0,18.1,3.1,74,44,6.92,2.4,3.2,5.2,53.89,7.16,2.68
19.6,31.4,77,68,7.8,53,18.58,62,47,56,47.0,17.0,2.0,74,34,5.37,2.3,10.2,3.7,52.49,6.7,10.7
19.9,31.7,79,40,8.1,57,20.45,10,82,37,82.0,22.1,5.4,85,59,6.63,1.8,8.8,4.3,46.11,6.33,16.14
17.5,27.3,44,34,7.7,47,18.58,42,25,31,25.0,16.3,-0.5,54,44,5.72,2.1,7.1,3.4,48.66,6.89,15.74
20.1,29.2,60,41,11.0,92,21.62,1,65,27,65.0,24.1,4.1,85,61,7.58,2.4,4.1,6.8,48.09,7.51,19.72
22.2,33.5,87,59,10.9,92,20.92,96,53,60,53.0,21.9,3.2,57,66,6.7,2.7,4.4,5.1,52.19,7.34,20.5
21.8,33.2,87,40,10.4,83,20.21,83,47,64,47.0,19.5,2.4,85,96,7.34,1.7,3.0,6.0,45.76,7.27,27.62
19.8,30.7,71,59,8.9,73,18.81,58,57,56,57.0,19.0,3.0,85,76,6.64,3.1,6.2,5.7,49.24,6.88,24.96
17.2,27.0,38,79,7.4,47,16.01,2,41,62,41.0,13.5,1.0,54,24,3.93,3.6,10.6,2.4,51.61,7.77,11.92
18.0,28.2,49,64,7.8,56,17.88,52,69,46,69.0,19.5,3.5,78,70,7.54,1.4,3.2,5.6,45.47,7.67,22.2
15.3,24.2,14,47,6.4,24,15.07,2,30,49,30.0,12.1,-0.5,57,15,4.9,2.0,3.8,3.4,46.37,7.4,30.34
17.5,27.4,43,68,7.6,49,16.94,4,62,51,62.0,16.4,2.7,54,59,6.75,0.7,8.8,4.7,45.4,6.26,7.14
18.4,28.7,55,40,8.1,61,19.75,9,27,29,27.0,20.8,0.6,71,28,7.09,2.9,3.3,5.8,44.64,5.8,21.24
19.8,31.4,77,71,8.2,59,21.62,25,66,25,66.0,24.3,4.3,71,86,9.18,1.0,4.3,8.1,48.7,6.91,22.26
19.1,30.5,73,59,7.7,47,17.64,91,41,64,41.0,16.6,1.3,71,34,5.7,1.7,9.9,3.8,52.29,6.85,30.5
20.4,31.7,78,68,9.1,75,18.81,57,71,65,71.0,20.4,4.0,54,63,8.79,2.1,5.2,8.6,49.07,7.33,8.0
19.2,29.7,65,35,8.7,67,19.05,37,58,45,58.0,19.0,2.8,74,55,5.37,2.9,7.7,4.2,48.75,6.98,28.4
15.1,24.5,15,40,5.7,17,14.14,3,24,60,24.0,10.8,-2.3,54,24,5.07,2.4,2.4,3.4,45.72,6.73,19.36
17.0,26.4,33,100,7.6,49,15.31,71,62,68,62.0,16.2,0.0,54,22,3.54,6.1,10.8,6.1,53.07,7.59,19.58
17.4,26.5,37,44,8.3,56,16.24,98,37,62,37.0,18.5,1.4,61,52,5.52,3.3,6.7,4.4,55.15,8.21,10.2
14.2,23.7,11,44,4.7,5,15.07,78,34,35,34.0,17.6,0.9,54,55,6.36,3.1,2.4,4.4,50.56,7.54,10.1
18.1,28.4,55,100,7.8,49,18.35,3,62,42,62.0,18.4,0.0,54,97,5.12,3.8,0.0,1.9,46.53,8.13,10.86
18.9,29.4,60,68,8.4,65,19.51,73,59,35,59.0,19.0,2.9,61,70,6.48,2.3,4.9,4.1,54.84,8.01,21.42
15.3,24.5,15,31,6.1,22,16.71,52,18,30,18.0,7.8,-5.0,54,68,11.32,0.0,0.0,5.3,43.92,6.38,28.98
18.0,28.4,54,68,7.6,49,17.18,66,55,55,55.0,15.0,2.0,61,66,5.38,2.9,9.1,3.2,48.71,7.02,18.22
19.1,29.5,63,47,8.7,67,18.58,45,70,50,70.0,19.0,3.7,71,70,6.08,1.9,7.5,4.7,52.47,7.23,27.06
19.7,31.4,75,47,8.0,61,18.81,43,67,55,67.0,19.0,3.5,85,84,7.02,1.9,4.4,4.9,50.69,7.88,20.98
15.0,24.1,12,40,5.9,20,15.07,55,32,45,32.0,16.2,0.5,78,24,6.32,5.5,3.5,4.5,51.49,8.07,12.12
16.0,25.6,24,59,6.4,26,15.77,25,44,48,44.0,15.8,1.5,57,82,5.59,3.7,4.5,4.3,51.89,6.55,21.56
18.3,27.7,47,59,8.9,70,15.07,47,65,87,65.0,15.7,2.6,64,31,7.09,3.1,6.5,5.8,49.4,7.55,17.36
17.6,28.2,52,47,7.0,37,17.18,33,47,50,47.0,17.1,1.9,71,72,6.42,2.7,3.5,4.8,52.43,6.95,25.56
20.4,31.2,77,71,9.6,77,19.05,73,92,62,92.0,22.7,6.5,85,85,8.09,1.3,5.0,5.5,51.36,8.03,33.66
20.3,31.8,81,40,8.8,67,19.28,13,79,56,79.0,22.0,5.0,85,61,6.42,1.7,9.4,3.8,45.38,6.49,23.04
17.4,27.3,43,34,7.5,45,18.11,32,26,35,26.0,16.4,-0.5,54,41,5.96,2.5,7.0,3.9,49.56,7.01,20.44
21.2,31.5,78,40,10.9,91,21.38,1,55,40,55.0,23.2,2.8,74,84,7.38,2.6,4.3,6.6,48.01,7.51,12.4
22.1,34.1,90,59,10.1,84,20.45,11,57,65,57.0,22.1,3.3,57,94,6.91,2.7,4.4,5.1,53.4,7.7,13.1
18.7,28.2,53,47,9.2,73,19.75,2,62,31,62.0,20.7,3.3,85,49,7.68,1.7,3.3,6.6,46.49,7.5,32.24
17.3,27.3,41,100,7.3,45,16.24,55,99,60,99.0,25.0,9.0,54,34,14.72,0.0,11.1,25.0,49.81,7.45,18.18
18.8,28.9,56,59,8.7,70,17.88,7,55,56,55.0,18.9,2.7,85,55,6.51,3.7,6.4,5.4,48.93,6.9,16.14
16.6,26.1,30,84,7.1,39,14.61,88,38,73,38.0,13.4,0.7,54,22,3.7,3.8,10.5,2.4,50.92,7.62,21.62
17.1,26.5,34,53,7.7,51,16.24,67,50,56,50.0,15.5,1.6,54,46,6.35,1.3,8.8,4.0,45.79,6.33,19.9
21.6,33.9,90,79,9.3,75,20.92,11,68,51,68.0,24.6,4.3,61,84,9.34,1.0,4.3,8.1,48.13,6.88,37.92
19.5,30.9,73,68,8.1,61,17.64,43,74,69,74.0,19.9,3.6,74,85,7.74,1.8,2.9,6.8,43.33,7.74,22.54
20.7,31.5,78,71,9.9,80,19.05,42,95,65,95.0,23.9,7.4,92,70,8.46,1.3,4.8,5.8,51.63,7.96,6.68
15.5,24.6,15,59,6.4,29,14.61,83,46,57,46.0,13.7,1.1,71,34,5.19,1.9,4.0,3.9,46.62,7.57,23.46
17.5,28.2,52,68,6.8,33,16.71,34,62,55,62.0,15.7,2.3,61,70,5.63,3.0,9.4,3.7,47.6,6.77,3.74
20.6,32.2,82,35,9.0,71,18.11,80,70,77,70.0,20.1,3.6,74,86,5.19,3.2,7.5,4.5,47.53,6.71,32.9
17.5,28.4,52,50,6.6,33,13.91,3,36,90,36.0,12.9,-0.5,54,68,4.48,2.2,2.2,2.8,44.85,6.55,12.02
16.3,25.4,22,100,7.2,40,14.84,76,82,65,82.0,17.9,2.0,54,12,5.64,3.7,11.5,5.6,53.04,7.53,13.44
16.5,27.1,41,44,5.9,17,14.37,94,26,74,26.0,14.8,-1.3,54,77,5.63,3.1,2.8,3.7,50.74,7.46,7.88
15.0,23.5,10,31,6.5,26,16.94,1,25,25,25.0,14.7,-3.5,54,55,4.67,4.5,1.1,2.3,45.88,8.04,8.52
19.1,29.5,63,71,8.7,65,18.81,3,61,48,61.0,19.1,2.9,57,46,6.6,2.3,4.9,4.1,53.78,7.96,23.1
20.4,31.5,77,40,9.3,78,19.51,49,28,53,28.0,20.7,0.4,71,72,7.02,2.9,3.6,6.1,44.01,5.75,22.86
15.4,24.4,15,40,6.4,26,15.77,93,58,40,58.0,14.9,0.7,98,46,5.88,6.3,14.3,8.3,43.93,6.37,24.28
18.5,27.6,46,47,9.4,77,17.88,28,78,52,78.0,19.9,4.3,71,57,6.38,1.9,7.2,4.7,51.42,7.29,18.78
19.2,30.8,71,47,7.6,55,18.58,43,68,51,68.0,19.2,3.5,85,72,6.96,1.8,4.3,4.7,51.16,7.84,19.16
13.8,22.8,7,40,4.8,8,15.07,88,22,31,22.0,13.0,-2.7,54,44,5.54,5.7,4.8,4.0,49.8,7.86,19.64
15.6,24.4,15,59,6.8,33,15.54,27,52,46,52.0,16.2,1.9,57,55,5.81,3.7,4.5,5.0,53.83,6.76,35.32
17.5,26.9,38,62,8.1,57,14.14,13,66,89,66.0,15.9,2.6,63,79,7.29,2.3,6.1,5.8,49.29,7.62,17.62
14.0,23.7,11,40,4.3,3,13.91,59,31,48,31.0,13.1,-0.3,54,68,4.68,3.8,10.5,3.4,41.62,6.21,23.64
17.2,26.9,39,47,7.5,45,16.71,18,59,51,59.0,18.0,2.6,71,68,6.61,2.6,3.4,5.0,52.8,6.79,24.48
16.1,26.4,32,24,5.8,18,14.37,50,11,69,11.0,4.2,-8.0,54,57,7.83,4.4,2.2,8.9,47.47,7.2,8.28
18.8,29.3,62,59,8.3,59,16.94,71,52,69,52.0,17.3,1.9,85,24,5.6,1.7,10.4,3.7,52.88,7.21,9.28
21.1,33.5,88,40,8.7,67,18.58,30,78,77,78.0,22.0,4.7,85,97,6.35,1.7,9.1,3.8,45.66,6.61,16.2
18.6,28.0,52,40,9.2,71,16.94,1,32,67,32.0,17.2,0.4,54,44,5.87,2.1,6.6,3.9,49.28,7.1,12.58
21.1,31.2,76,34,11.0,92,20.68,17,46,48,46.0,22.4,1.9,71,79,6.87,3.2,4.0,6.1,48.13,7.44,18.5
20.4,31.7,81,47,9.1,70,20.21,67,74,45,74.0,22.0,4.3,92,98,7.8,1.6,3.1,6.8,47.21,7.69,25.72
18.5,28.5,55,100,8.5,64,16.48,50,97,72,97.0,21.6,5.5,54,49,8.59,0.0,14.8,11.5,49.7,7.58,23.68
18.3,28.8,55,59,7.8,56,17.18,59,54,60,54.0,18.7,2.3,85,52,6.28,3.6,6.7,5.3,49.12,7.06,11.84
16.9,25.7,25,84,8.1,57,14.14,66,41,82,41.0,13.7,0.7,54,12,4.02,3.2,10.3,2.4,49.39,7.54,17.38
13.3,21.2,3,21,5.4,11,13.91,33,11,39,11.0,4.0,-8.2,54,0,3.4,2.9,6.7,2.9,55.65,8.26,3.82
15.4,25.5,22,26,5.3,13,14.14,98,12,64,12.0,4.7,-7.8,54,59,7.16,4.2,4.0,5.8,48.19,7.21,14.34
16.6,26.3,32,53,6.9,35,15.31,15,49,63,49.0,15.3,1.2,54,41,6.11,1.3,9.4,3.5,46.3,6.47,20.94
22.9,35.5,94,79,10.3,84,20.68,10,85,72,85.0,26.0,5.6,74,92,9.17,0.9,4.1,7.9,47.89,7.03,16.26
17.4,27.4,44,100,7.4,43,13.91,21,21,90,21.0,8.7,-3.0,54,68,7.48,0.0,4.8,5.0,48.41,7.55,15.38
18.4,29.8,63,74,7.0,40,18.11,1,78,48,78.0,20.2,3.8,67,81,7.94,1.8,2.9,6.8,42.93,7.6,19.98
17.2,27.0,40,59,7.4,43,14.61,49,58,80,58.0,14.6,1.8,71,70,5.52,1.6,3.6,4.1,46.0,7.43,14.84
20.0,30.9,74,44,9.1,73,18.58,8,85,63,85.0,21.5,5.0,87,49,5.38,3.1,7.0,4.4,47.11,6.59,17.06
17.0,27.1,39,59,6.9,37,13.91,25,36,86,36.0,12.8,-0.8,54,52,4.63,2.2,2.1,2.7,44.95,6.71,5.0
16.7,26.5,36,34,6.9,33,15.07,94,36,68,36.0,17.9,1.1,61,41,5.59,3.5,6.8,4.4,54.82,8.09,18.24
16.3,25.4,22,100,7.2,40,14.14,45,69,76,69.0,16.4,1.0,54,19,5.98,3.3,7.1,4.3,51.91,7.33,16.68
14.5,22.6,7,68,6.4,24,14.14,2,32,51,32.0,15.1,-0.6,54,17,6.04,3.0,3.2,3.9,51.41,7.47,18.74
15.9,25.2,21,26,6.6,27,16.24,8,21,42,21.0,12.6,-5.3,54,76,4.6,3.3,1.8,2.6,50.6,8.09,24.2
17.9,28.3,51,47,7.5,51,18.58,80,54,35,54.0,18.1,2.1,71,37,7.0,1.6,4.3,4.5,51.87,7.71,19.28
20.3,31.5,77,40,9.1,75,19.05,5,30,60,30.0,20.8,0.6,67,81,7.07,2.9,3.6,6.1,44.37,5.79,10.32
14.5,23.3,9,53,5.7,16,15.54,1,40,33,40.0,14.1,0.4,54,17,5.08,3.3,9.4,3.7,47.79,6.74,16.06
17.8,26.9,39,47,8.7,65,16.71,1,76,60,76.0,19.8,3.9,71,31,6.09,2.2,7.3,4.6,52.19,7.52,14.32
17.6,27.8,47,50,7.4,47,15.77,85,80,69,80.0,17.2,2.8,91,86,7.74,3.8,9.4,8.8,42.99,6.28,15.46
19.6,30.2,70,71,9.0,69,18.35,85,65,62,65.0,19.2,2.9,57,84,6.74,1.8,4.9,3.8,54.35,7.86,14.14
13.9,22.4,5,64,5.4,15,14.84,8,33,34,33.0,14.5,-0.5,54,49,6.08,4.1,3.9,3.8,49.69,7.93,21.7
16.4,26.1,30,62,6.7,31,16.01,73,67,50,67.0,17.4,2.9,67,74,6.23,3.7,4.5,5.3,53.21,6.81,21.44
15.7,24.9,18,62,6.5,27,14.14,30,71,68,71.0,16.2,2.8,63,57,6.77,2.5,5.4,5.7,51.41,7.54,15.12
22.0,33.8,88,44,10.2,86,19.51,5,53,76,53.0,21.5,2.7,61,82,6.66,2.7,5.1,4.9,52.92,7.94,25.36
17.1,26.4,32,84,7.8,55,14.14,80,44,84,44.0,13.8,0.9,54,28,4.08,3.2,10.3,2.6,50.71,7.45,19.02
17.0,27.0,40,47,7.0,35,16.24,84,57,55,57.0,17.7,2.2,57,68,6.42,2.6,3.3,4.6,52.81,7.03,9.56
14.1,23.1,9,41,5.1,8,14.14,10,41,46,41.0,14.2,0.7,54,34,4.84,3.5,10.4,3.5,41.91,6.41,26.24
18.8,29.9,67,47,7.7,51,15.07,56,43,90,43.0,16.5,1.1,85,37,5.19,2.4,10.2,3.4,54.88,7.66,11.1
21.0,33.2,86,40,8.8,69,18.81,78,76,73,76.0,21.6,4.3,79,88,6.33,1.7,9.4,3.8,44.85,6.5,17.48
16.6,26.0,30,44,7.2,39,15.54,27,31,60,31.0,16.5,-0.1,54,6,5.76,2.4,6.6,3.9,49.56,7.19,8.12
18.3,28.8,56,26,7.8,55,13.91,92,11,94,11.0,5.4,-8.0,54,39,3.64,1.4,13.6,2.4,52.07,7.97,12.26
18.5,29.9,65,59,7.1,43,16.48,76,41,72,41.0,17.5,1.1,71,76,5.99,4.0,7.2,5.1,48.53,6.97,29.22
20.1,31.8,81,71,8.4,59,17.88,30,64,74,64.0,18.9,2.5,57,93,6.8,1.8,5.2,3.9,53.54,7.81,9.16
16.4,26.1,28,28,6.7,33,14.14,84,14,77,14.0,5.8,-6.9,54,49,7.52,2.9,6.0,5.0,49.17,7.37,8.32
20.2,32.2,82,84,8.2,59,20.68,2,80,37,80.0,25.4,4.9,71,89,8.94,0.9,4.3,7.6,47.13,7.0,18.54
17.0,25.8,27,100,8.2,57,13.91,30,28,86,28.0,10.9,-1.3,54,15,6.51,0.0,5.5,3.4,48.45,7.49,16.22
17.1,26.6,36,100,7.6,49,16.24,73,98,56,98.0,22.3,6.0,54,55,7.54,2.2,11.1,8.4,49.23,7.45,11.18
18.8,30.0,66,75,7.6,53,17.64,65,78,60,78.0,20.2,3.6,65,81,7.67,2.0,3.6,6.0,42.54,7.35,18.34
15.4,24.4,13,62,6.4,29,15.07,1,58,50,58.0,14.7,1.7,67,31,5.61,1.7,3.7,4.2,46.71,7.37,11.86
13.0,24.4,15,40,1.6,0,13.91,81,28,35,28.0,11.5,-2.2,54,59,4.57,2.3,2.0,2.3,44.46,6.76,1.0
15.9,25.6,24,100,6.2,22,14.14,27,73,70,73.0,16.5,1.3,54,44,4.99,5.5,6.5,4.5,51.12,7.35,15.26
16.6,26.0,30,34,7.2,39,14.61,78,36,73,36.0,17.4,0.7,61,9,5.45,3.4,6.4,4.3,55.24,8.0,18.58
14.7,23.8,12,68,5.6,14,14.37,39,49,50,49.0,15.6,0.6,54,17,6.39,2.9,4.0,4.5,51.47,7.61,5.84
16.7,27.2,42,31,6.2,21,16.24,95,33,51,33.0,15.5,-2.0,54,93,5.53,2.8,4.8,4.2,50.5,7.97,22.62
19.1,31.0,73,47,7.2,45,18.11,9,59,56,59.0,18.4,2.2,71,82,6.89,1.8,4.3,4.5,51.22,7.68,32.74
20.3,31.4,76,35,9.2,77,18.58,90,24,67,24.0,19.2,-0.9,57,77,6.71,3.0,3.6,5.7,45.16,5.84,8.64
17.8,27.7,46,59,7.9,56,15.77,26,76,72,76.0,16.9,2.0,85,44,6.92,3.3,7.7,6.7,43.04,6.2,23.36
16.8,26.4,32,64,7.2,43,14.61,19,42,76,42.0,14.8,-0.3,54,39,5.71,3.8,3.7,2.9,49.08,8.0,10.86
15.2,25.0,19,62,5.4,13,15.54,14,71,42,71.0,17.6,3.1,67,70,6.42,3.7,4.5,5.0,52.79,6.86,31.04
19.0,29.2,59,44,8.8,71,19.05,22,59,43,59.0,21.7,2.9,61,49,6.92,2.3,5.7,5.0,52.95,8.04,21.3
17.3,27.2,41,100,7.4,45,14.14,10,57,87,57.0,14.6,1.5,54,34,4.36,2.6,10.0,2.6,49.41,7.31,32.22
17.3,27.8,49,47,6.8,29,15.31,89,59,72,59.0,17.8,2.2,57,76,6.59,2.6,3.7,5.0,52.05,6.98,24.6
13.5,21.9,5,45,5.1,8,14.14,84,58,39,58.0,15.3,1.7,63,19,5.25,3.1,10.1,3.8,42.51,6.49,38.48
17.5,27.6,46,47,7.4,45,14.37,78,44,86,44.0,16.3,1.1,85,15,4.97,2.4,10.8,3.1,55.3,7.77,20.78
19.4,30.4,70,40,8.4,62,18.35,30,65,57,65.0,20.4,2.9,67,41,6.44,1.7,9.9,3.8,44.09,6.34,13.62
20.2,29.8,63,47,10.6,90,14.84,7,28,97,28.0,16.0,-0.5,54,41,5.63,2.3,5.6,3.6,50.55,7.38,8.72
18.7,29.4,61,28,8.0,57,14.14,45,13,95,13.0,6.4,-7.1,54,41,3.99,1.4,14.4,3.2,52.48,8.0,13.52
18.5,29.6,63,53,7.4,45,15.07,47,55,89,55.0,15.7,1.6,54,90,6.18,1.3,10.1,3.1,47.49,6.73,13.34
22.8,34.4,92,53,11.2,92,20.45,18,83,74,83.0,23.4,5.1,94,96,8.1,1.3,3.1,6.8,46.71,7.52,25.3
20.1,31.7,78,53,8.5,67,16.71,59,41,88,41.0,17.2,0.8,87,77,6.06,3.6,7.0,5.0,50.11,7.44,24.6
22.7,35.7,94,84,9.7,79,20.21,42,76,76,76.0,24.9,4.3,71,97,9.01,1.3,4.2,7.5,45.79,6.86,19.6
15.9,25.6,23,50,6.2,24,14.14,30,36,70,36.0,13.0,0.0,54,39,5.62,3.8,5.3,2.5,44.22,6.65,24.22
16.6,26.8,37,50,6.4,26,15.77,33,88,55,88.0,19.5,3.3,54,66,6.65,2.5,9.9,6.3,48.95,7.42,8.76
18.4,29.1,58,75,7.7,55,17.64,73,79,53,79.0,20.3,3.3,65,81,8.07,2.2,4.2,6.9,42.43,6.98,21.74
17.1,26.9,38,41,7.3,43,17.88,50,71,35,71.0,20.3,3.3,76,9,5.32,3.0,8.0,4.7,45.37,6.42,21.76
17.0,27.0,40,34,7.0,35,14.37,30,36,80,36.0,16.9,0.4,61,41,5.24,3.4,6.4,4.6,55.42,7.93,23.32
17.8,27.9,48,34,7.7,53,16.24,81,54,67,54.0,16.9,-0.2,54,90,5.69,3.2,3.6,4.2,50.39,7.98,12.4
19.1,30.3,67,53,7.9,59,18.11,28,76,56,76.0,19.9,3.6,87,68,7.28,1.8,3.1,4.8,51.32,7.69,10.76
19.0,30.1,67,32,7.9,57,17.64,92,23,63,23.0,18.4,-1.6,57,59,6.54,3.2,3.6,5.1,45.62,5.97,12.6
20.0,31.0,73,59,9.0,74,14.61,41,31,97,31.0,15.8,-0.5,54,74,5.51,2.8,5.1,3.6,51.04,7.61,37.9
17.1,28.1,51,68,6.1,21,14.61,78,50,79,50.0,14.8,1.1,54,66,5.52,2.7,9.1,3.7,48.37,6.88,11.46
